INR,GBP,EUR,JPY,CNY,CHF,CAD,BTC,XRP,ETH
0.0009346123,0.0017525779,0.0009517435,0.0015479954,0.0001783466,0.0016467895,-0.0009142688,-0.0189592927,-0.0177532618,-0.0143043497
0,0,0,0,0,0,0,0.0363984996,0.021162579,0.0235742181
0,0,0,0,0,0,0,-0.0219863386,-0.0256021964,-0.0275112466
-0.0001333924,0.0011618456,-0.0001764062,-0.002446737,0.0006578765,0,0.0028380944,-0.0038933611,0.0087145528,0.0171150774
-0.0015035023,-0.0027894737,-0.0035481486,-0.0004910054,-0.001145073,-0.0035299371,0.0005384929,-0.027279445,-0.0242346072,-0.0313435675
0.0001673136,0.0004376078,0.0003149978,0.0001637312,-0.0010792663,-0.0012907605,-0.0012125494,-0.0344323918,-0.0243841233,-0.0358100301
0.0008022065,0.0011900202,0.0023873969,0.0003272742,0.0027239336,-0.0003232904,0.0029580544,-0.0273191747,-0.0215611583,-0.0175973444
0.0013004343,0.0013820044,0.0006694192,-0.0018441398,-0.0002805232,-0.000832425,-0.0028231593,-0.0032216433,-0.027255478,-0.007808264
0,0,0,0,0,0,0,0.002309579,0.049246313,0.0046345917
0,0,0,0,0,0,0,0.0160474263,-1.9320438729253E-05,2.53787863857548E-05
6.65822784564806E-05,0.0009132768,0.0017311741,0.0020076872,0.0008751806,0.0017093683,-0.0013846642,0.0039571525,-0.007180485,-0.0071835773
-0.000133177,0.0005047002,0.0026275766,0.0017542348,-0.0018550116,0.0012431443,-0.0002368479,0.0249522133,0.0138092805,0.0092697009
-0.0019356885,-0.0046774732,-0.0013512817,0.0026788341,-0.0009682962,-0.002582349,-0.0018994478,-0.0105646656,-0.019871551,-0.0101226037
-0.0010046159,-0.001807226,-0.0030427273,-0.0015809529,-6.87555446048148E-05,-0.0004164563,-0.0032414006,0.0103121198,-0.00092663,0.0019777014
-0.0004024949,0,0.0008823181,-0.0002031008,0.0014621451,-0.0006022539,-0.001750152,0.0333820154,0.0132815732,0.0139055279
0,0,0,0,0,0,0,-0.004920507,0.0004822815,0.0035236331
0,0,0,0,0,0,0,-0.0209917817,-0.017640741,-0.0109133103
0.0017748877,0.0003421724,-0.0013404161,-0.0005691937,0.000876298,-0.0019049053,0.0025713188,0.0136985335,0.0224932438,0.0262174831
-0.0011377736,0.0011841286,0.00165849,0.0041702962,-0.0001299637,0.0028773623,-0.000102561,-0.0267705193,-0.0273037865,-0.0187347638
0.0003684292,-0.0024271017,-0.0019049581,-0.0018170488,0,-0.0012507023,-0.0019189309,-0.0305913985,-0.0328973121,-0.0228673897
-0.0041038115,-0.0002791793,-0.0024570189,-0.0029639245,0,-0.0032594357,-0.0029289619,0.0017456369,-0.0344505772,-0.0258324451
-0.0002366458,-0.0011458555,0.000070008,-0.0011830871,0,-0.000654833,-0.0001383214,0.0323072907,0.0166105247,0.0121321422
0,0,0,0,0,0,0,-0.0276373075,-0.042569746,-0.0280034773
0,0,0,0,0,0,0,0.036520625,0.0237984894,0.0166900564
-0.0021356299,-0.0017593418,-0.0034866475,-0.0007768788,0,-0.0026763461,-0.0027409129,0.0071138427,0.0028873022,0.0046875222
0.0013571729,0.0031223214,0.0019490729,0.003667708,0,0.0033311791,0.0004174571,0.0241854419,-0.0086319244,0.0036848253
0.0011164821,0.0033012145,0.0034320684,0.0032746565,-0.0004928476,0.0026095026,0.0035322766,0.0454493529,0.0581890625,0.0390540831
0.0001013556,0.0016914484,0.0021147314,0.0033300952,-0.0009255994,0.0020856186,-0.0005867212,-0.0191887309,-0.0242764285,-0.0123659788
0.0006413736,0,0.0020185779,0.0005591937,-0.0021053574,0.0003697303,0.0001035967,0.0425995685,0.0364875977,0.0280022901
0,0,0,0,0,0,0,-0.0258113003,-0.0303153256,-0.0206526014
0,0,0,0,0,0,0,-0.0060487885,0.0472112929,-0.0136331972
-0.0005062677,-0.0023786728,-0.0004257442,-0.0001996284,0.0020710382,-0.001898204,0.0008623458,0.023010927,0.072111033,0.0330509056
-0.0001351059,0.000999959,-0.000602424,0.0023100837,-0.003971855,0.0035120835,-0.00117321,0.0355987932,0.037020649,0.0342761513
-0.0003379451,-0.0020598986,-0.0039832491,0.0009126727,0.0009549044,-0.0035120835,-0.0026687507,-0.0049403921,-0.0264358157,-0.0187670911
-0.0006089668,-0.0003423685,0.0003159143,-0.0017874671,0.0004697615,-0.0020929895,0.0016309268,0.0430319204,0.0468353809,0.0528403967
-6.77173719710418E-05,-0.0050726519,-0.0032882703,0.003962206,0.0007864031,-9.32562898128648E-05,-0.0039315531,-0.0718352967,-0.0766982832,-0.0757804419
0,0,0,0,0,0,0,-0.0508888056,-0.0700731854,-0.0693458472
0,0,0,0,0,0,0,0.0155176477,0.0257802821,0.0245692092
-0.0010170019,-0.0043448168,-0.0016695628,-0.0027697446,-0.0001309684,-0.0023379389,-0.0055575819,-0.0137097074,-0.0288663495,-0.0486359059
-0.0029286812,0.0022281735,0.0031007479,-0.0008741487,-0.0007382968,0.0023845696,0.0016606488,-0.0492673502,-0.0713177607,-0.0346074441
0.0009556924,0.0014099488,0.0006648347,-0.0016338114,0.0024172105,0.0013501152,0.0006695279,0.0046276501,0.0101510463,0.0189956492
-0.0006141313,0.0021852502,0.0006658541,0.0006781764,0.0009261256,0.0014849275,0.0001408218,-0.0421486712,-0.0580939577,-0.0413314407
-6.8290634399809E-05,-0.0029214468,-0.0013306888,-0.0009177907,-0.0011871693,-0.0017639176,-0.0009514346,-0.0236319315,-0.0324827687,-0.0222916138
0,0,0,0,0,0,0,0.014092508,0.0507916849,0.0454997539
0,0,0,0,0,0,0,0.0150748917,0.0045851756,0.0243613038
-0.0005125246,0.0007361966,0.0008749942,0.0027475744,0.0002541761,0.0034284146,0.0024974684,-0.0029714178,-0.0329335899,0.0009162903
0.0009903341,-0.0029678206,-0.0004202172,-0.0007548458,0.0031613061,0.0019338844,-0.001159009,-0.0103188295,-0.0163780525,-0.0063492609
0.0006816729,0.0074424187,0.0038319833,0.0043127119,0.0023593597,0.0056598296,0.0023499133,0.0232507474,0.005662329,0.0328320543
0.0008845798,0.0004344808,0.0013084897,0.0023949771,3.39031168755077E-05,0.0018552853,0.0009782985,0.0019310949,-0.0021117783,-0.0066411395
-0.0004080426,0.0042120919,0.0014190324,-0.0005485005,-8.13717119972421E-05,0.0005415144,0.0015676632,-0.0289701992,-0.004513866,-0.0209691215
0,0,0,0,0,0,0,-0.0435339415,-0.061505934,-0.0400738757
0,0,0,0,0,0,0,0.0449696271,0.0107099459,0.0449571252
0.00027207,-0.0012835528,-0.0006036554,0.0012917886,0.0011039982,-0.0018529685,-0.0024760101,0.0166248194,-0.0067948371,0.0103329143
0.0001019838,0.0020680729,0.001884761,0.0006639675,0.0009459844,0.0030689128,0.0006290579,-0.0014524256,0.0686355584,-0.0049959144
0.0009167707,0.0010692266,-0.0026647186,-0.0032513935,0.0006542257,-0.0027519921,-3.49238042902795E-05,0.0003920687,0.0626683088,-0.0107043274
-0.0034393686,3.14877275375407E-05,-7.08357960693375E-05,0.0003537389,-0.0004652757,0.0015811436,-0.0002096016,-0.0885137611,-0.1608923757,-0.0854684434
0.0006490945,0.0019883435,0.0026999172,0.0019599921,0.001609485,0.0022936954,0.0009772764,0.0005442087,-0.0412733899,-0.0266075541
0,0,0,0,0,0,0,-0.0198173705,-0.0387816884,-0.0080832219
0,0,0,0,0,0,0,0.0126692439,-0.0049906985,0.0407306262
0.000545852,0.0060843953,0.0055589878,0.0008205693,0.002332904,0.0034402397,0.002156175,0.0166037632,0.0182864659,0.0440796974
-0.0004093248,0.0009956099,0.0030789596,0.0007410826,0.0008215725,0.0010667355,0.0009702586,-0.0503296707,0.0022560803,-0.03991324
0.0002729261,-0.0010597645,0.0003636698,0.0047286409,0.0014390112,0.0022581504,-0.0028824577,0.0140140601,-0.0264460121,-0.0137748103
-0.0013321411,-0.0008971706,-0.0010900971,0.0016544593,-0.0019999169,-0.0027911907,-0.0015008786,-0.0150042042,-0.0704640009,0.054913389
-0.0009246489,-9.60155828156261E-05,-0.0022803364,-3.84057336752403E-05,-0.0007356163,-0.0008453207,-0.0004197772,-0.0353479604,-0.0622685274,0.007075704
0,0,0,0,0,0,0,-0.0251348232,0.0192338951,0.0455697351
0,0,0,0,0,0,0,0.006219242,0.0253058653,0.0172900883
0.0004111976,0.0005764122,-0.0013696741,-0.0012692483,0.0003144613,-0.0002672855,0.0027213271,0.047624148,-0.0382226384,0.0101311807
0.0007186633,0.0011872552,0.0019476739,-0.0009640287,0.0006415972,0.0011126062,0.0016315786,0.0001432606,0.001593743,0.001717901
-0.0003078532,-0.0023073551,-0.0016236675,-0.0007727656,-0.0006415972,-0.0024515072,-0.0007282458,0.0129491728,0.0941247892,0.0381436225
0.0015029875,0.0027252706,0.0017682878,0.001389989,0.000881952,0.0012943373,0.0010746008,0.041995396,0.0329480769,0.0568554779
0.001089824,-0.0003857824,0.0004341498,0.0001156313,0,-4.45681510946274E-05,0.0012100718,-0.0142677145,0.0130298118,0.0087422797
0,0,0,0,0,0,0,0.0472636955,0.0320151364,0.0291674256
0,0,0,0,0,0,0,-0.063236634,-0.020850139,-0.0282699348
0.0016296256,0.0023198514,0.0019954253,0.0007700978,0.0017851393,0.0018679361,-0.0003453909,6.06726016498564E-05,0.1898795435,0.0136655577
0.0002710084,0.0014886412,0.0020046359,0.0018043615,0.0015526886,0.0034038217,0.0029614233,-0.0309955244,0.0106363148,-0.0138651605
-0.0004743784,0.0007462385,0.0010607274,-0.0004983269,-0.0007623796,0.0012311688,0.0011994726,-0.0085314834,0.0534015926,-0.0078291106
-0.0002034639,0.0001623955,-0.0003660608,0.000191732,-0.0003717309,-0.0002195957,0.0013326644,0.0610456035,0.0417175128,0.017803231
0,0.0002274558,0.0003660608,-3.83423548845075E-05,0.0024964279,0.0003074029,0.0001364526,0.0047117543,8.93701992871505E-05,0.0293335131
0,0,0,0,0,0,0,-0.0176514147,-0.0061238001,-0.0154820675
0,0,0,0,0,0,0,0.027626642,-0.0010562498,0.027257264
0,-0.0007469081,-0.0005123987,0.0002299917,0.0004817393,-0.0003513354,0.0001705055,-0.0753945244,-0.0426695534,-0.0791779451
0.0006439761,0.0002921155,7.31627806207114E-05,0.0002298624,-0.0004091142,-0.0006155217,0.0033284638,-0.0205250789,0.1831812009,-0.0053475521
-0.0003727124,-0.0002921155,0.0011356026,-0.0019192784,0.0017262169,-0.001013112,0.0014187123,-0.0236689259,-0.0100283997,-0.0071841971
0.0010157374,0.00009735,0.002132684,-0.0013099739,0.0007686571,0.0004407739,-0.0005399155,-0.0380680686,-0.0147074266,0.014406349
-0.0008801672,0.0019841973,0.001033332,0.0001157433,-0.0004597169,0.002065666,0,-0.0008478513,0.0265011298,0.0394680232
0,0,0,0,0,0,0,-0.0049168515,-0.0167517261,0.0153223127
0,0,0,0,0,0,0,0.0394233996,0.0015285865,0.0053991847
0.0017585536,-0.0036038548,-0.0008858636,-0.000733575,6.5707417461741E-06,-0.0005703722,-0.0022342738,0.0291902447,-0.0445189233,-0.0058690615
0.0008092448,0.0003881673,-0.0017663246,0.0006178317,0.0005187802,-0.0015834128,0.0006443791,0.0053880734,0.2580455147,-0.0034365285
-0.0003370029,0.003346116,0.0030957986,0.0038416373,0.0002689962,0.0026796184,0.0015898947,-0.020599702,0.1133467278,0.0272851291
-0.0003710056,-0.0007168728,-0.0009605837,3.82447981925858E-05,-0.0001902482,0.000087577,-0.0002026415,0.0054865487,0.1516637297,0.1068851575
0.0008427339,-0.0017221681,0.0001476439,-0.0003060563,0.0001705712,0.0004813582,-0.0003717552,0.0481141196,0.0316123646,0.0703885049
0,0,0,0,0,0,0,0.0098704212,-0.0162774253,-0.0347582794
0,0,0,0,0,0,0,-0.0344155898,0.0066616565,0.0198440304
0.0006057586,-0.0026511024,-0.0003321282,-0.0015335275,-0.0001246415,0.0006118671,0.000202815,-0.0195846894,0.0609589804,0.0304517425
-0.0002691208,0.0025862484,-0.0008476199,-0.0030060426,-0.0002953472,-0.0019697914,-0.0020663792,0.0889327595,-0.0300490438,-0.0013693495
-0.0011456303,-0.001585904,-0.0011031108,0.001120061,0.0002822248,-0.0010982014,-0.0034773745,0.0669307371,-0.0322132864,-0.0312114329
0.0001349358,-0.0011614747,-0.0014664693,-0.0006562376,3.93656477937971E-05,-0.0010568924,-0.0006165551,0,-0.0228152102,-0.0122341907
0.0009433864,0.0001933635,-0.0009140351,-0.0011992272,-0.0001509209,-0.0037195105,0.0004453775,0.0167233199,0.0024766351,0.0038490438
0,0,0,0,0,0,0,0.0108786228,0,0.0045751875
0,0,0,0,0,0,0,0.0004792215,0.0014215871,-0.0034194361
-0.0002019793,-0.0017050733,-0.0004745391,0.0016239639,-0.0003019991,0.0031018001,0.007233032,0.0402474258,0.0122751416,0.0259075084
-0.0008763429,0.0037729923,0.0020845298,-0.0023218139,-0.0002233519,0.0004413114,-0.0010452339,0.0069642739,0.0040468224,0.0074846344
0.0003372642,0.0023056777,0.0002200073,-0.0017495438,-0.0001182917,-0.0001764707,-0.0016572918,-0.0065695604,-0.07531395,-0.0377826337
0.0004515216,0.0006517026,-0.0020855834,-0.0015219908,-0.0007038438,-0.001148811,-0.0015956118,0.007488174,0.0522805102,-0.0082755135
0.0013651915,-0.0006191406,-0.0011664791,0.0017946052,0.0003487755,-0.0007971146,-0.0018405225,0.0188297956,0.0051125169,0.0043164391
0,0,0,0,0,0,0,0.026418105,-0.0146464047,0.0055079951
0,0,0,0,0,0,0,0.0294426375,0.0144691054,-0.0054064565
-0.0007392262,0.0008800957,0.0028854455,-0.0012866807,-0.0012318362,0.0007971146,-6.83175136702632E-05,0.011523701,0.0073292844,0.0633596798
0.0020800544,-0.0005217535,0.0010640431,0,0.0017577597,0.0001327103,-0.0006837669,-0.0135600758,0.0016255583,0.0283927733
0,0.0028446268,0.0030968498,0.0047379425,0.001272726,0.0042254585,0.0028986037,0.0070648822,0.0130417532,0.0238131941
0.0014701479,0.0001312366,0.0002220509,0.0006946886,0.0003536015,0.0009188643,0.0014251414,-0.0078556974,-0.0130417532,-0.0085760784
-0.0005674215,0.0006896431,-0.0023258909,-0.0020873998,-0.0005436173,-0.0021909767,-0.001935256,0.0101735176,0.0137882845,0.0157667096
0,0,0,0,0,0,0,0.0154169807,0.0103971,0.0098475267
0,0,0,0,0,0,0,0.0053629776,0.0048095119,0.0191195478
0.0018663578,0.0006249079,0.0009214823,0.0037808592,0.0002620691,0.0024094677,-0.0002042137,-0.0104120984,-0.0053830904,0.0018367868
-0.0001663118,0.0007906448,-0.0008110076,-0.0006919835,-0.0004718383,-0.0025412784,0.0002042137,0.0336245973,0.0370769867,-0.0011554582
0.000930537,0.0001978863,-0.0002209213,0.0021875012,0.0008384699,0.0004831107,-0.0010902511,0.0438568639,0.0096794443,-0.0045913347
0.0001991404,0.0016194554,0.0048491939,0.0006502835,0.0002747706,0.0030618129,6.82209258968066E-05,0.0069601457,0.0088130091,0.0269229446
-0.0016623083,-0.0024763123,7.44547745748931E-05,-0.0003441454,5.8856687107998E-05,-0.0002615969,-0.0017429902,0.0461332823,0.0150228736,0.0120089075
0,0,0,0,0,0,0,-0.0343091411,-0.0345545581,-0.0114978346
0,0,0,0,0,0,0,-0.016335015,0.0130656423,0.0246959623
-0.0014346934,0.0013189426,0.0008571482,-0.0002295844,-7.19371427984676E-05,-0.0007857375,3.4243577526235E-05,-0.0371341902,-0.0196584745,-0.032136612
-0.0003677768,0.0011573698,0.0017568419,0.0015664024,-0.0008052009,0.0026570429,0.0015040517,-0.0188550011,-0.0075002545,0.0170550777
0.0009355469,-0.0016854276,0.0003372288,0.0005335779,0.0007855796,-4.34272764283485E-05,0.0016008677,0.0202528509,0.0214204752,0.0224884008
-0.0029135024,-0.0001648865,-0.0008986956,-0.001220572,-0.0004057055,-0.0010870957,-0.0023864268,0.0091630227,0.0098222211,-0.0073483441
-0.0004370358,0.0031768102,3.74085431906855E-05,0.0014490499,0.0003402948,0.0013909954,0.0020122842,-0.0258769065,0.0034691706,0.0008641222
0,0,0,0,0,0,0,0.0007654843,-0.0049782619,-0.0055501182
0,0,0,0,0,0,0,0.005372637,-0.0068326992,-0.0064224025
0.0001008954,0.00056499,-0.0018292398,3.8066565078933E-05,-0.0019734883,-0.0006080123,0.0015285497,0.0157049939,0.0107238654,0.0288786236
-6.72596835880237E-05,-0.0061748288,0.0014552993,0.0003044197,-0.0003944605,0.0017349248,0.0020297333,0.0184901303,0.0197693086,-0.0068056035
0.0012426176,-0.0012114219,-0.0010080341,-0.0020207733,0.0020996616,-0.00243084,0.0006070748,0.0177225803,-0.0154045032,-0.0208304436
0.0007371704,0.0024591123,-0.0001864164,-0.001723165,0.0007586274,-0.0014388566,-0.0018914706,0.0229908509,-0.0086861792,-0.0044963725
0.0012035868,0.002605412,0.0015309825,0.001914204,0.0003200572,0.0014388566,-0.0007792468,-0.0021712471,0.0017233931,0.0039246314
0,0,0,0,0,0,0,0.0318570294,0.0071821822,0.0155446313
0,0,0,0,0,0,0,-0.0029507413,-0.0034971058,-0.0044334936
-0.0013375263,-0.0010242409,-0.0014937056,0.0011063896,-0.000574965,0,0.0013543146,-0.0097229718,-0.0054084694,0.0012033171
0.0005689525,-0.003418624,-0.0060342786,-0.0008772492,-0.0002354324,-0.003496402,-0.0017274927,0.012719266,0.0012919032,-0.0011886626
0.0011023131,0.0042113735,0.001915954,0.000572317,-0.0002093807,0.0006139059,-0.0041262634,0.0162838414,-0.0038642374,-0.0002197661
-0.000447267,-0.002012077,0.0004433462,-0.0017575029,0.0002747914,-0.0026812456,-0.0007887848,-0.0302474312,0.0253015907,0.0167685956
0.0001135277,0.0002304212,-0.0013286831,0.0003061653,-0.0012772896,-0.0003087454,-0.0008933982,-0.0053778761,-0.0190588364,-0.0131355418
0,0,0,0,0,0,0,-0.0017827492,-0.0203314893,-0.00807768
0,0,0,0,0,0,0,0.0014923726,0.0022819443,-0.0050879547
-0.0003005829,0.0010219087,-0.0024620559,-0.0037268836,-0.0003543762,-0.0035441958,-0.0048424544,0.0216104085,-0.0112916767,-0.0061607123
0.000400734,-0.0015155187,0.0023883592,0.0015022827,0.0008067698,0.0023512604,-0.0006613711,0.0099522941,-0.0048367403,-0.0085749631
-0.0001669292,0.0004606852,0.0007744395,-0.0028549278,-0.0002556428,-0.0014181057,0.0018423694,-0.0024978976,-0.025491113,-0.003586495
-0.0022094713,-0.001938158,-0.0011427354,-3.87076716486205E-05,-0.0022087165,-0.0012891703,-6.93816755041093E-05,-0.0127910433,-0.0499328887,-0.02416598
0,-0.0012110567,-0.0009561101,-0.0012793323,-0.0006793324,-0.0004454303,-0.0017381536,0.0049859358,-0.0135987236,-0.0030428771
0,0,0,0,0,0,0,-0.0102726866,0.0173207871,-0.002867914
0,0,0,0,0,0,0,0.0150082345,-0.0079133186,0.0025454548
0.0024097771,0.0008179114,-0.000257055,0.0016275867,0.0005540986,0.0004009078,0.0002089461,0.0163527837,0.0254226717,0.0461258301
0.0006670154,0.0012790256,-0.0010633244,0.0008501197,0.0001450043,-0.0008467954,-0.0004876974,0.0511915255,-0.0287467941,4.30172000586053E-05
0.0005994417,0.0006244823,0.0019452902,-0.000193064,-0.0012340826,0.0007132006,0.0019128116,0.0043330754,0.0066738844,0.0063557834
0.0006983037,0.0020440528,0.0023976908,0.0008488343,0.0035541462,0.0020882787,0.0011782654,-0.0004815752,0.013316676,0.002202805
0.0002989281,0.002518809,0.0002590041,-0.00011565,0.0018249755,-0.0007985803,-0.0004501359,0.0156439474,-0.0498985897,-0.0179632914
0,0,0,0,0,0,0,0.0170013316,0.0675912392,-0.0024766921
0,0,0,0,0,0,0,0.006410731,0.0135728072,0.0041075302
-0.001696658,-0.0017580782,0.0008521029,0.0006934508,0,0.0001331987,0.0010035095,0.0055597493,-0.0073892805,0.019208489
-0.0007673366,-0.0041512306,-0.0018133407,-0.0002695425,0,-0.0014228971,-0.0031915706,0.0102131748,0.042897277,0.0049006426
0.003028078,0.0002952041,0.0005912791,0.0004234942,0,-0.0005793862,0.0005219677,-0.0097802145,0.0245382391,-0.0001935193
-0.0011621481,-0.0013431968,0.0004439883,-0.0003464627,0,0.0003566369,0.0007297025,-0.0088744499,-0.0006413407,-0.0073783583
0,-0.0039076021,-0.0030249123,-0.0010796661,0,-0.0028613287,-0.0013561391,-0.0004143467,-0.0118010613,-0.0103236188
0,0,0,0,0,0,0,0.0036937015,0.0210853636,0.0016893069
0,0,0,0,0,0,0,0.0200575518,0.0043868502,0.0148682053
0.0010626572,-0.0014563337,0.0010305298,-0.0005794979,0.0006913546,0.0008514263,-0.0015351042,-0.0020883829,-0.0113149251,-0.0148682053
0.001622172,0.0017806277,0.0015503942,0.0018901689,-0.0014034254,0.0008944385,0.0016743905,-0.0015932874,-0.0166449012,-0.0102068225
-0.0016885102,-0.0022972606,-0.001808256,-0.0023156218,-0.0001569432,-0.0014319872,-0.0044442916,0.0350763349,0.0461940945,0.0309631474
-0.0022149278,-0.0002903362,-0.002020747,-0.0019391675,-0.0012379135,-0.0010770975,0.0008433588,-0.0056615749,0.0118864509,-0.0093035296
-0.0022195798,-0.0008376602,-0.003868206,0.0009706655,-0.0019788055,0.0012115471,-0.001160041,0.0317666562,0.0215556976,0.018487888
0,0,0,0,0,0,0,-0.0148199462,-0.0107904801,-0.0054064153
0,0,0,0,0,0,0,0.0213243333,0.0157852963,0.0367219142
0.0001005281,-0.002759268,0.0004725532,0.0018962315,-7.90764937974254E-05,0.0007163622,-0.0003873699,-0.0005909672,0.0047988829,0.0086242871
-0.0034783317,0.0027270825,0.0017492795,-0.0009664281,-0.0009896725,-0.0004028083,-0.0002114384,-0.031357449,-0.0261197338,-0.0414125961
4.72830574888994E-05,-0.0004824958,-0.0036726257,-0.0024449906,0.0005874779,-0.0032359875,-0.0010940747,-0.0029946838,-0.0071158525,0.0008585322
-0.0009601573,0.0004824958,0.001450793,-7.78438595242167E-05,-0.0006403238,-0.0005416833,0,-0.0200317603,-0.0197754254,-0.0217443267
-0.0003250394,-0.003174611,0.0003998192,-0.0028509144,-0.0014226483,-0.0007232969,-0.0033700783,0.0468683685,0.0278489287,0.0612382529
0,0,0,0,0,0,0,-0.0022566327,-0.0019131946,0.0066217876
0,0,0,0,0,0,0,-0.0014822753,-0.0052182379,-0.0085837754
8.80556411462149E-05,0.0063077595,0.0008736125,-0.0023967109,0.0002252874,0.0014453912,-0.0011053932,0.0576766502,0.0328017595,0.0656770684
-0.0007660063,0.0060718648,0.0012040939,0.0009838597,-0.0008620246,0.0005407839,0.0003212106,-0.0751366304,-0.0641773239,-0.0920798154
0.0001424581,-0.0023931744,-0.0029495651,-0.0012203179,-0.0005047467,-0.0018052379,0.0003922683,-0.0318775635,-0.0243114871,-0.0278377804
-0.0006516158,0.0039739857,0.0005083715,-0.0030063323,-0.0003789451,-0.0018581895,-0.0026457471,-0.0062549394,-0.0092341072,-0.0056483653
-0.00102011,-0.0011532428,-0.0029691751,-0.0062771356,-0.0032043024,-0.0053467771,0.0015750888,-0.0029965311,-0.004644905,-0.0018327144
0,0,0,0,0,0,0,-0.008716659,0.0077011772,-0.0065973697
0,0,0,0,0,0,0,0.0012187267,0.0014336544,-0.0041686217
0.0015631923,0.0032036774,0.0004332475,0.0024496755,0.0003214961,0.0027958477,-0.0014675147,-0.0299766715,-0.0293473483,-0.0387821153
0.0003051827,0.0019269524,0.0038459078,0.0031123798,0.00250353,0.0026417575,0.0039971506,0.0023030035,-0.0085437735,-0.0045729869
0.0003049713,0.000333099,0.0001093435,-0.0016731271,0.0009841017,-0.0004997897,0.0051910435,0.0207593909,0.03117352,0.0277520278
-0.0004405826,0.0033786993,0.0006566403,0.0036961471,-0.0005183701,0.0014523395,0.0016117442,0.0176774807,0.0260134324,0.019900378
-0.0001017363,-0.0006376074,0.0013528864,0.0020924175,0.0018645682,0.0028001613,-0.0007700879,-0.0389948659,-0.0553028085,-0.064652723
0,0,0,0,0,0,0,0.0057656872,0.0124503085,0.0017532808
0,0,0,0,0,0,0,-0.0341103289,-0.0550429398,-0.0472987785
-0.0006109174,0.0006711917,-0.0018636924,-0.0011831482,0.0020345722,-0.0027095512,0.0030026106,0.0168538112,-0.0086438048,0.0034420698
0.000373441,0.0001679601,0.0009856643,0.0010255815,0.0002964626,0.0022140639,0.0048095885,0.0139551882,0.0482257169,0.0050280838
0.0001696414,0.0002016379,-0.003240611,-0.0018952774,0.0001580307,-0.0036660999,-0.0038017427,-0.0017170499,0.0233040305,0.0132215008
-0.0007469109,-0.0004367639,-0.0002538567,-0.0019830849,0.0012556146,-9.09136652937596E-05,-0.0001041515,0.0196874757,-0.0113266671,0.0297966323
0.0006790615,0.0015474491,0.0019257599,0.0004370566,0.0022131206,0.0006813889,-0.0009384893,0.0051823354,0.048270664,-0.0002747356
0,0,0,0,0,0,0,-0.0009914146,-0.0166934995,0.0191678526
0,0,0,0,0,0,0,-0.0009791763,-0.013068615,0.0036687135
0.000271328,0.0029418588,0.0046496038,0.0007935208,0.0008025755,0.0038861278,0.001285564,0.0026327935,-0.0024071811,0.006335534
0,0,-0.0002943621,-0.0021060108,-0.0002021352,-4.49883011004639E-05,0.0012817698,0.0201507934,-0.0542752836,0.0106504389
0.0001830517,-0.0008135397,0.0016583882,0.0021456526,0.0002282104,0.0013027721,0.0002074986,0.0058343762,0.0071197411,0.0055495048
0.0002574957,-0.0025998659,-0.0019893072,-0.0023448604,0.000208545,-0.0028803056,-6.91551768534905E-05,0.0076896841,0.0937807546,-0.0115960959
-0.0001016248,0.0008424072,0.0019893072,0.0008360642,0.0003712224,0.0014425406,0.000932667,-0.0066544166,0.0883644317,0.0331458743
0,0,0,0,0,0,0,-0.0085492551,0.018400336,0.0076103751
0,0,0,0,0,0,0,0.0057904679,-0.0126298087,0.000593258
0.0005078882,0.0002361671,0.0014053653,0.0015087962,0.0002733294,-0.0009461266,0.0031972744,-0.0176650547,-0.0027574345,-0.0112513262
0,-0.0007081164,-0.0017006531,0.0024505187,0.0010461723,0.0013509794,-0.0021633215,-0.0126887327,-0.0076289575,-0.0015590963
-0.0003385282,0.0006743704,0.0012933689,0.0018877281,-0.0003960794,0.0030467498,0.0048268752,0.023851447,0.0076289575,0.0219594861
-0.0002032408,-0.0031939742,-0.0016621965,-0.0040608815,-0.0009364424,-0.0002679728,-0.0012273029,-0.0171865935,-0.0258759757,-0.0187485821
0.0003386845,-0.0015715335,-0.0015089269,-0.0017861615,-0.0004168457,-0.0045810184,-0.0012992602,0.0276247296,0.0041634302,0.003703094
0,0,0,0,0,0,0,0.0206030711,-0.0149062442,-0.016378486
0,0,0,0,0,0,0,0.0256153914,-0.0139224807,-0.001829085
-0.0003048037,0.0012366881,0.0018039639,0.0001193029,-0.001122259,0.0003159326,0.0020837703,0.0291034437,-0.0080000687,0.0157838671
-0.0015952376,-0.00100299,0.0004798631,0.0034062516,0.0017213489,0.0004960016,-0.0015020418,0.0087533787,-0.0062009052,0.0043901022
-0.0011440272,0.0004677737,0.0003325238,0.0009064603,0.0021162339,0.0047954163,-0.0011299504,-0.0096572442,-0.0286351047,-0.0018053126
0.0010079908,-0.0014684527,-0.0016968973,0.0017288512,0.0009638127,-0.0005798027,0.000479732,0.0023335168,0.039181405,0.0407721013
-0.0011239251,-3.33162887588674E-05,0.0008845104,-0.0002353476,0.0004843327,-8.92691650253742E-05,-0.0009943193,0.0221371194,-0.0031426957,0.0087430616
0,0,0,0,0,0,0,-0.0038176742,-0.0088220963,0.0192491961
0,0,0,0,0,0,0,0.0563717129,0.0252681022,0.0596694777
0.0002045666,-0.0034179609,-0.0036004655,-0.0025183373,-0.0007751915,-0.0019685784,-0.0022714559,0.010715134,-0.0024945185,-0.0073979905
